,UTD@CPIDATA_sa_pct_change_l0_ma2,UTD@CPIDATA_sa_pct_change_l0_ma3,UTD@CPIDATA_sa_pct_change_l1_ma2,UTD@CPIDATA_sa_pct_change_l1_ma3,UTD@CPIDATA_sa_pct_change_l2_ma2,UTD@CPIDATA_sa_pct_change_l2_ma3,UTD@CPIDATA_sa_pct_change_l3_ma2,UTD@CPIDATA_sa_pct_change_l3_ma3,UTD@CPIDATA_sa_pct_change_l4_ma2,UTD@CPIDATA_sa_pct_change_l4_ma3,UTD@CPIDATA_sa_pct_change1_l0,UTD@CPIDATA_sa_pct_change2_l0,UTD@CPIDATA_sa_pct_change3_l0,UTD@CPIDATA_sa_pct_change4_l0,UTDN@CPIDATA_sa_pct_change_l0_ma2,UTDN@CPIDATA_sa_pct_change_l0_ma3,UTDN@CPIDATA_sa_pct_change_l1_ma2,UTDN@CPIDATA_sa_pct_change_l1_ma3,UTDN@CPIDATA_sa_pct_change_l2_ma2,UTDN@CPIDATA_sa_pct_change_l2_ma3,UTDN@CPIDATA_sa_pct_change_l3_ma2,UTDN@CPIDATA_sa_pct_change_l3_ma3,UTDN@CPIDATA_sa_pct_change_l4_ma2,UTDN@CPIDATA_sa_pct_change_l4_ma3,UTDN@CPIDATA_sa_pct_change1_l0,UTDN@CPIDATA_sa_pct_change2_l0,UTDN@CPIDATA_sa_pct_change3_l0,UTDN@CPIDATA_sa_pct_change4_l0,UVIMAN@USECON_sa_pct_change_l0_ma2,UVIMAN@USECON_sa_pct_change_l0_ma3,UVIMAN@USECON_sa_pct_change_l1_ma2,UVIMAN@USECON_sa_pct_change_l1_ma3,UVIMAN@USECON_sa_pct_change_l2_ma2,UVIMAN@USECON_sa_pct_change_l2_ma3,UVIMAN@USECON_sa_pct_change_l3_ma2,UVIMAN@USECON_sa_pct_change_l3_ma3,UVIMAN@USECON_sa_pct_change_l4_ma2,UVIMAN@USECON_sa_pct_change_l4_ma3,UVIMAN@USECON_sa_pct_change1_l0,UVIMAN@USECON_sa_pct_change2_l0,UVIMAN@USECON_sa_pct_change3_l0,UVIMAN@USECON_sa_pct_change4_l0,R441110U@PPIR_sa_pct_change_l0_ma2,R441110U@PPIR_sa_pct_change_l0_ma3,R441110U@PPIR_sa_pct_change_l1_ma2,R441110U@PPIR_sa_pct_change_l1_ma3,R441110U@PPIR_sa_pct_change_l2_ma2,R441110U@PPIR_sa_pct_change_l2_ma3,R441110U@PPIR_sa_pct_change_l3_ma2,R441110U@PPIR_sa_pct_change_l3_ma3,R441110U@PPIR_sa_pct_change_l4_ma2,R441110U@PPIR_sa_pct_change_l4_ma3,R441110U@PPIR_sa_pct_change1_l0,R441110U@PPIR_sa_pct_change2_l0,R441110U@PPIR_sa_pct_change3_l0,R441110U@PPIR_sa_pct_change4_l0,R4413@PPIR_sa_pct_change_l0_ma2,R4413@PPIR_sa_pct_change_l0_ma3,R4413@PPIR_sa_pct_change_l1_ma2,R4413@PPIR_sa_pct_change_l1_ma3,R4413@PPIR_sa_pct_change_l2_ma2,R4413@PPIR_sa_pct_change_l2_ma3,R4413@PPIR_sa_pct_change_l3_ma2,R4413@PPIR_sa_pct_change_l3_ma3,R4413@PPIR_sa_pct_change_l4_ma2,R4413@PPIR_sa_pct_change_l4_ma3,R4413@PPIR_sa_pct_change1_l0,R4413@PPIR_sa_pct_change2_l0,R4413@PPIR_sa_pct_change3_l0,R4413@PPIR_sa_pct_change4_l0,S141101@PPI_sa_pct_change_l0_ma2,S141101@PPI_sa_pct_change_l0_ma3,S141101@PPI_sa_pct_change_l1_ma2,S141101@PPI_sa_pct_change_l1_ma3,S141101@PPI_sa_pct_change_l2_ma2,S141101@PPI_sa_pct_change_l2_ma3,S141101@PPI_sa_pct_change_l3_ma2,S141101@PPI_sa_pct_change_l3_ma3,S141101@PPI_sa_pct_change_l4_ma2,S141101@PPI_sa_pct_change_l4_ma3,S141101@PPI_sa_pct_change1_l0,S141101@PPI_sa_pct_change2_l0,S141101@PPI_sa_pct_change3_l0,S141101@PPI_sa_pct_change4_l0,FCM5@USECON_sa_pct_change_l0_ma2,FCM5@USECON_sa_pct_change_l0_ma3,FCM5@USECON_sa_pct_change_l1_ma2,FCM5@USECON_sa_pct_change_l1_ma3,FCM5@USECON_sa_pct_change_l2_ma2,FCM5@USECON_sa_pct_change_l2_ma3,FCM5@USECON_sa_pct_change_l3_ma2,FCM5@USECON_sa_pct_change_l3_ma3,FCM5@USECON_sa_pct_change_l4_ma2,FCM5@USECON_sa_pct_change_l4_ma3,FCM5@USECON_sa_pct_change1_l0,FCM5@USECON_sa_pct_change2_l0,FCM5@USECON_sa_pct_change3_l0,FCM5@USECON_sa_pct_change4_l0
2000-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-29,,,,,,,,,,,-0.005847953216374324,,,,,,,,,,,,,,-0.00586094866796627,,,,,,,,,,,,,,0.0036663611365719273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005247376311844243,,,,,,,,,,,,,,0.015197568389057725,,,
2000-03-31,5.9564294615455093e-05,,,,,,,,,,0.0,-0.005847953216374324,,,0.0004750757164724284,,,,,,,,,,-0.0001503287624674554,-0.006010396361273651,,,0.005823649691422239,,,,,,,,,,0.005479452054794498,0.00916590284142993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001086404784767403,,,,,,,,,,0.0,-0.005247376311844243,,,-0.013932752270269688,,,,,,,,,,-0.026946107784431073,-0.012158054711246202,,
2000-04-30,0.0034525119542875293,0.00145401608373578,5.9564294615455093e-05,,,,,,,,0.006535947712418277,0.006535947712418277,0.0006497725795970855,,0.004020803516480487,0.0017743857077872811,0.0004750757164724284,,,,,,,,0.006537015852263517,0.006385704388292668,0.0004873294346978696,,0.004122630477532252,0.0038976637435565267,0.005823649691422239,,,,,,,,-0.0027247956403269047,0.002739726027397138,0.006416131989001039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002062837200475509,-0.0005436193919151252,-0.001086404784767403,,,,,,,,0.0007535795026376579,0.0007535795026376579,-0.004497751124437732,,-0.04713997963798788,-0.031356617173928125,-0.013932752270269688,,,,,,,,-0.03692307692307695,-0.06287425149700598,-0.04863221884498481,
2000-05-31,0.005470662754847977,0.004534476585431528,0.0034525119542875293,0.00145401608373578,5.9564294615455093e-05,,,,,,0.009090909090909038,0.015686274509803866,0.015686274509803866,0.00974658869395717,0.005417201645916414,0.004834334878125605,0.004020803516480487,0.0017743857077872811,0.0004750757164724284,,,,,,0.009157330735509062,0.01575420820395479,0.015601511130864498,0.009649122807017463,0.002003602014682637,0.004068924378868226,0.004122630477532252,0.0038976637435565267,0.005823649691422239,,,,,,0.0036429872495447047,0.0009082652134424496,0.006392694063926951,0.010082493125572967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028415559339602936,0.0018512426380754194,0.0002062837200475509,-0.0005436193919151252,-0.001086404784767403,,,,,,0.005271084337349352,0.006028636021100375,0.006028636021100375,0.0007496251874061777,-0.006872427133649661,-0.013940155520676697,-0.04713997963798788,-0.031356617173928125,-0.013932752270269688,,,,,,0.06869009584664543,0.029230769230769393,0.0014970059880241582,0.016717325227963542
2000-06-30,0.003326924667827802,0.0036322563325440114,0.005470662754847977,0.004534476585431528,0.0034525119542875293,0.00145401608373578,5.9564294615455093e-05,,,,0.0019305019305018156,0.01103896103896096,0.01764705882352935,0.01764705882352935,0.003653503059296126,0.0038933372696697464,0.005417201645916414,0.004834334878125605,0.004020803516480487,0.0017743857077872811,0.0004750757164724284,,,,0.002194549023393666,0.011371975970124959,0.017983330609576686,0.017830298435273617,0.004841115895065196,0.003242641212651831,0.002003602014682637,0.004068924378868226,0.004122630477532252,0.0038976637435565267,0.005823649691422239,,,,0.006352087114337657,0.010018214936247771,0.0072661217075387086,0.012785388127853903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016529275259073994,0.0012826021485347432,0.0028415559339602936,0.0018512426380754194,0.0002062837200475509,-0.0005436193919151252,-0.001086404784767403,,,,-0.005243445692883819,0.0,0.0007535795026376579,0.0007535795026376579,0.003595361369807537,-0.019671208080543307,-0.006872427133649661,-0.013940155520676697,-0.04713997963798788,-0.031356617173928125,-0.013932752270269688,,,,-0.058295964125560595,0.006389776357827559,-0.03076923076923077,-0.05688622754491013
2000-07-31,-0.0008841193162045791,0.001643389071770122,0.003326924667827802,0.0036322563325440114,0.005470662754847977,0.004534476585431528,0.0034525119542875293,0.00145401608373578,5.9564294615455093e-05,,-0.0025690430314706525,-0.0006435006435006052,0.008441558441558472,0.01503267973856226,-0.0018285792893290576,0.0009347463409192421,0.003653503059296126,0.0038933372696697464,0.005417201645916414,0.004834334878125605,0.004020803516480487,0.0017743857077872811,0.0004750757164724284,,-0.0030117000372448244,-0.0008237603372267532,0.008326026952427457,0.014917470174865333,0.0028208230213924157,0.003201052741441668,0.004841115895065196,0.003242641212651831,0.002003602014682637,0.004068924378868226,0.004122630477532252,0.0038976637435565267,0.005823649691422239,,-0.0009017132551849549,0.005444646098003547,0.00910746812386165,0.006357856494096259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0010194427295466824,0.002393348644408174,0.0016529275259073994,0.0012826021485347432,0.0028415559339602936,0.0018512426380754194,0.0002062837200475509,-0.0005436193919151252,-0.001086404784767403,,0.004518072289156683,-0.0007490636704119424,0.004518072289156683,0.005275056518462717,-0.025989065392285737,0.0001604539764580674,0.003595361369807537,-0.019671208080543307,-0.006872427133649661,-0.013940155520676697,-0.04713997963798788,-0.031356617173928125,-0.013932752270269688,,-0.01904761904761909,-0.07623318385650235,-0.012779552715655007,-0.0492307692307693
2000-08-31,-0.0014555149059094497,-0.0009851954412942732,-0.0008841193162045791,0.001643389071770122,0.003326924667827802,0.0036322563325440114,0.005470662754847977,0.004534476585431528,0.0034525119542875293,0.00145401608373578,-0.0006439150032196972,-0.0032113037893384266,-0.0012870012870014325,0.007792207792207684,-0.003974001459943477,-0.0023674648009035146,-0.0018285792893290576,0.0009347463409192421,0.003653503059296126,0.0038933372696697464,0.005417201645916414,0.004834334878125605,0.004020803516480487,0.0017743857077872811,-0.00026407827022290054,-0.003274982982931496,-0.0010876210702447375,0.008059749959409057,0.0010688222940389291,0.0026194547322226924,0.0028208230213924157,0.003201052741441668,0.004841115895065196,0.003242641212651831,0.002003602014682637,0.004068924378868226,0.004122630477532252,0.0038976637435565267,0.0018050541516245744,0.0009017132551847329,0.007259528130671544,0.010928961748633892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00041648945026107054,-0.000889428107612833,0.0010194427295466824,0.002393348644408174,0.0016529275259073994,0.0012826021485347432,0.0028415559339602936,0.0018512426380754194,0.0002062837200475509,-0.0005436193919151252,-0.006746626686656709,-0.0022590361445784524,-0.0074906367041198685,-0.0022590361445784524,-0.002439137842535133,-0.016715681886466955,-0.025989065392285737,0.0001604539764580674,0.003595361369807537,-0.019671208080543307,-0.006872427133649661,-0.013940155520676697,-0.04713997963798788,-0.031356617173928125,-0.01941747572815533,-0.03809523809523818,-0.09417040358744411,-0.03194888178913746
2000-09-30,0.0041440552346648785,0.0021881427829948397,-0.0014555149059094497,-0.0009851954412942732,-0.0008841193162045791,0.001643389071770122,0.003326924667827802,0.0036322563325440114,0.005470662754847977,0.004534476585431528,0.006443298969072142,0.0057952350289760535,0.0032113037893384266,0.005148005148005064,0.002994961566501808,0.0004957186790563636,-0.003974001459943477,-0.0023674648009035146,-0.0018285792893290576,0.0009347463409192421,0.003653503059296126,0.0038933372696697464,0.005417201645916414,0.004834334878125605,0.006455520049479357,0.006189737016688346,0.003159395348239835,0.0053608778196092555,0.0024372688486989924,0.001598488043864199,0.0010688222940389291,0.0026194547322226924,0.0028208230213924157,0.003201052741441668,0.004841115895065196,0.003242641212651831,0.002003602014682637,0.004068924378868226,0.002702702702702675,0.004512635379061436,0.0036068530207393756,0.009981851179673207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0018699464392265552,4.476600098553737e-05,-0.00041648945026107054,-0.000889428107612833,0.0010194427295466824,0.002393348644408174,0.0016529275259073994,0.0012826021485347432,0.0028415559339602936,0.0018512426380754194,0.005283018867924483,-0.0014992503748126884,0.0030120481927708997,-0.0022471910112360494,0.004624653539997192,0.0008466487565845041,-0.002439137842535133,-0.016715681886466955,-0.025989065392285737,0.0001604539764580674,0.003595361369807537,-0.019671208080543307,-0.006872427133649661,-0.013940155520676697,-0.021452145214521434,-0.04045307443365698,-0.058730158730158744,-0.11360239162929753
2000-10-31,0.010081951295669245,0.006325518299954942,0.0041440552346648785,0.0021881427829948397,-0.0014555149059094497,-0.0009851954412942732,-0.0008841193162045791,0.001643389071770122,0.003326924667827802,0.0036322563325440114,0.010883482714468817,0.017396907216495006,0.01674179008370902,0.014129736673089477,0.011841595150942186,0.006745984825943981,0.002994961566501808,0.0004957186790563636,-0.003974001459943477,-0.0023674648009035146,-0.0018285792893290576,0.0009347463409192421,0.003653503059296126,0.0038933372696697464,0.010875827369445368,0.017401556540562746,0.017132882897389567,0.01406958375608447,0.004425326996996715,0.003689124049292225,0.0024372688486989924,0.001598488043864199,0.0010688222940389291,0.0026194547322226924,0.0028208230213924157,0.003201052741441668,0.004841115895065196,0.003242641212651831,0.0026954177897573484,0.00540540540540535,0.0072202166064980755,0.006311992786293796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004010194883870555,-0.004242519849890991,-0.0018699464392265552,4.476600098553737e-05,-0.00041648945026107054,-0.000889428107612833,0.0010194427295466824,0.002393348644408174,0.0016529275259073994,0.0012826021485347432,-0.012012012012011963,-0.0067924528301887,-0.013493253373313419,-0.009036144578313365,-0.006802279772418207,-0.003924491473221936,0.004624653539997192,0.0008466487565845041,-0.002439137842535133,-0.016715681886466955,-0.025989065392285737,0.0001604539764580674,0.003595361369807537,-0.019671208080543307,-0.025295109612141542,-0.0462046204620461,-0.06472491909385103,-0.08253968253968247
